schooldbn,address,borough,zip,house_number,street_name,latitude,longitude,xCoordinate,yCoordinate,communityDistrict
09G839,"155 W 162ND ST, BRONX, NY 10452",bronx,10452,155,W 162ND ST,40.831726,-73.930337,1003528,0242305,204
09G881,"1230 TELLER AVE, BRONX, NY 10456",bronx,10456,1230,TELLER AVE,40.833203,-73.911053,1008864,0242848,204
09G885,"1414 WYTHE PL, BRONX, NY 10452",bronx,10452,1414,WYTHE PL,40.839598,-73.914818,1007820,0245177,204
09G909,"1333 MERRIAM AVE, BRONX, NY 10452",bronx,10452,1333,MERRIAM AVE,40.841176,-73.925864,1004763,0245749,204
09G910,"95 BRANDT PL, BRONX, NY 10453",bronx,10453,95,BRANDT PL,40.848109,-73.918143,1006897,0248277,205
09G934,"1058 GRANT AVENUE, BRONX, NY 10456",bronx,10456,1058,GRANT AVENUE,40.830246,-73.916929,1007239,0241769,204
09G941,"1491 MACOMBS RD, BRONX, NY 10452",bronx,10452,1491,MACOMBS RD,40.843413,-73.917708,1007019,0246566,204
09H008,"1005 WALTON AVENUE, BRONX, NY 10452",bronx,10452,1005,WALTON AVENUE,40.830324,-73.922266,1005762,0241796,204
09X004,"1701 FULTON AVENUE, BRONX, NY 10457",bronx,10457,1701,FULTON AVENUE,40.840891,-73.898166,1012427,0245653,203
09X011,"1257 OGDEN AVENUE, BRONX, NY 10452",bronx,10452,1257,OGDEN AVENUE,40.839378,-73.925714,1004805,0245094,204
09X028,"1861 ANTHONY AVENUE, BRONX, NY 10457",bronx,10457,1861,ANTHONY AVENUE,40.848057,-73.903522,1010942,0248262,205
09X035,"261 EAST 163 STREET, BRONX, NY 10451",bronx,10451,261,EAST 163 STREET,40.827304,-73.91767,1007035,0240697,204
09X042,"1537 WASHINGTON AVENUE, BRONX, NY 10457",bronx,10457,1537,WASHINGTON AVENUE,40.838288,-73.902987,1011094,0244703,203
09X053,"360 EAST 168 STREET, BRONX, NY 10456",bronx,10456,360,EAST 168 STREET,40.832866,-73.911418,1008763,0242725,204
09X055,"450 SAINT PAUL'S PLACE, BRONX, NY 10456",bronx,10456,450,SAINT PAUL'S PLACE,40.836404,-73.905014,1010534,0244016,203
09X058,"459 EAST 176 STREET, BRONX, NY 10457",bronx,10457,459,EAST 176 STREET,40.846162,-73.899264,1012121,0247573,206
09X063,"1260 FRANKLIN AVENUE, BRONX, NY 10456",bronx,10456,1260,FRANKLIN AVENUE,40.830965,-73.902738,1011166,0242035,203
09X070,"1691 WEEKS AVENUE, BRONX, NY 10457",bronx,10457,1691,WEEKS AVENUE,40.844253,-73.907616,1009811,0246875,204
09X073,"1020 ANDERSON AVENUE, BRONX, NY 10452",bronx,10452,1020,ANDERSON AVENUE,40.832706,-73.926838,1004496,0242663,204
09X088,"1340 SHERIDAN AVENUE, BRONX, NY 10456",bronx,10456,1340,SHERIDAN AVENUE,40.837275,-73.913574,1008165,0244331,204
09X109,"1771 POPHAM AVENUE, BRONX, NY 10453",bronx,10453,1771,POPHAM AVENUE,40.851414,-73.918533,1006788,0249481,205
09X110,"580 CROTONA PARK SOUTH, BRONX, NY 10456",bronx,10456,580,CROTONA PARK SOUTH,40.835286,-73.900751,1011714,0243610,203
09X114,"1155 CROMWELL AVENUE, BRONX, NY 10452",bronx,10452,1155,CROMWELL AVENUE,40.834765,-73.92307,1005538,0243414,204
09X126,"175 WEST 166 STREET, BRONX, NY 10452",bronx,10452,175,WEST 166 STREET,40.835784,-73.928324,1004084,0243784,204
09X132,"1245 WASHINGTON AVENUE, BRONX, NY 10456",bronx,10456,1245,WASHINGTON AVENUE,40.831827,-73.906607,1010095,0242348,203
09X163,"2075 WEBSTER AVENUE, BRONX, NY 10457",bronx,10457,2075,WEBSTER AVENUE,40.851741,-73.898493,1012332,0249606,205
09X170,"1598 TOWNSEND AVENUE, BRONX, NY 10452",bronx,10452,1598,TOWNSEND AVENUE,40.844316,-73.913604,1008154,0246896,204
09X199,"1449 SHAKESPEARE AVENUE, BRONX, NY 10452",bronx,10452,1449,SHAKESPEARE AVENUE,40.842943,-73.920563,1006229,0246394,204
09X204,"1780 DR. MARTIN LUTHER KING JR. BLVD, BRONX, NY 10453",bronx,10453,1780,DR. MARTIN LUTHER KING JR. BLVD,40.850235,-73.915769,1007553,0249052,205
09X218,"1220 GERARD AVENUE, BRONX, NY 10452",bronx,10452,1220,GERARD AVENUE,40.835847,-73.920026,1006380,0243809,204
09X236,"1871 WALTON AVENUE, BRONX, NY 10453",bronx,10453,1871,WALTON AVENUE,40.848896,-73.909528,1009280,0248566,205
09X274,"275 HARLEM RIVER PARK BRIDGE, BRONX, NY 10453",bronx,10453,275,HARLEM RIVER PARK BRIDGE,40.852536,-73.921467,1005976,0249889,205
09X294,"1425 WALTON AVENUE, BRONX, NY 10452",bronx,10452,1425,WALTON AVENUE,40.840096,-73.915569,1007612,0245358,204
09X311,"1425 WALTON AVENUE, BRONX, NY 10452",bronx,10452,1425,WALTON AVENUE,40.840096,-73.915569,1007612,0245358,204
09X443,"1116 SHERIDAN AVENUE, BRONX, NY 10456",bronx,10456,1116,SHERIDAN AVENUE,40.831992,-73.91796,1006953,0242405,204
09X449,"250 EAST 164 STREET, BRONX, NY 10456",bronx,10456,250,EAST 164 STREET,40.828696,-73.917668,1007035,0241204,204
09X457,"1116 SHERIDAN AVENUE, BRONX, NY 10456",bronx,10456,1116,SHERIDAN AVENUE,40.831992,-73.91796,1006953,0242405,204
09X555,"1501 JEROME AVENUE, BRONX, NY 10452",bronx,10452,1501,JEROME AVENUE,40.842495,-73.916082,1007469,0246232,204
09XAAX,"1345 GRAND CONCOURSE, BRONX, NY 10452",bronx,10452,1345,GRAND CONCOURSE,40.837408,-73.914889,1007801,0244379,204
09XAGC,"1594 TOWNSEND AVENUE, BRONX, NY 10452",bronx,10452,1594,TOWNSEND AVENUE,40.844274,-73.913633,1008146,0246881,204
09XAHA,"3480 THIRD AVENUE, BRONX, NY 10456",bronx,10456,3480,THIRD AVENUE,40.830169,-73.906233,1010199,0241744,203
09XAHO,"1332 FULTON AVENUE, BRONX, NY 10456",bronx,10456,1332,FULTON AVENUE,40.833147,-73.902814,1011144,0242830,203
09XAIM,"1399 OGDEN AVENUE, BRONX, NY 10452",bronx,10452,1399,OGDEN AVENUE,40.842325,-73.924251,1005209,0246168,204
09XAIN,"1181 NELSON AVENUE, BRONX, NY 10452",bronx,10452,1181,NELSON AVENUE,40.837232,-73.925706,1004808,0244312,204
09XAIQ,"383 EAST 162ND STREET, BRONX, NY 10451",bronx,10451,383,EAST 162ND STREET,40.824952,-73.913944,1008067,0239841,203
09XAJJ,"279 EAST BURNSIDE AVENUE, BRONX, NY 10457",bronx,10457,279,EAST BURNSIDE AVENUE,40.851154,-73.901891,1011392,0249391,205
09XAKH,"1638 ANTHONY AVENUE, BRONX, NY 10457",bronx,10457,1638,ANTHONY AVENUE,40.842662,-73.904889,1010566,0246296,204
09XALB,"50 EAST168 STREET, BRONX, NY 10452",bronx,10452,50,EAST168 STREET,40.836725,-73.919292,1006583,0244129,204
09XALZ,"100 EAST MOUNT EDEN, BRONX, NY 10452",bronx,10452,100,EAST MOUNT EDEN,40.843541,-73.912817,1008372,0246614,204
09XAMI,"1450 WEBSTER AVENUE, BRONX, NY 10456",bronx,10456,1450,WEBSTER AVENUE,40.837646,-73.906504,1010121,0244468,203
09XANT,"1240 WEBSTER AVENUE, BRONX, NY 10456",bronx,10456,1240,WEBSTER AVENUE,40.832675,-73.909388,1009325,0242656,203
09XANU,"285 EAST 171 STREET, BRONX, NY 10457",bronx,10457,285,EAST 171 STREET,40.838859,-73.910297,1009071,0244909,204
09XANV,"1165 UNIVERSITY AVENUE, BRONX, NY 10452",bronx,10452,1165,UNIVERSITY AVENUE,40.837198,-73.928159,1004129,0244299,204
09XANW,"880 RIVER AVENUE, BRONX, NY 10452",bronx,10452,880,RIVER AVENUE,40.828333,-73.925625,1004833,0241070,204
09XAOA,"301 EAST 175TH STREET, BRONX, NY 10457",bronx,10457,301,EAST 175TH STREET,40.846647,-73.904554,1010657,0247748,205
09XAOD,"1130 GRAND CONCOURSE, BRONX, NY 10456",bronx,10456,1130,GRAND CONCOURSE,40.832331,-73.91959,1006502,0242528,204
09XAOF,"1600 BATHGATE AVENUE, BRONX, NY 10457",bronx,10457,1600,BATHGATE AVENUE,40.839379,-73.901215,1011584,0245101,203
09XAOK,"1646 MONTGOMERY AVENUE, BRONX, NY 10453",bronx,10453,1646,MONTGOMERY AVENUE,40.848772,-73.92005,1006369,0248518,205
09XAOV,"55 EAST 175 STREET, BRONX, NY 10453",bronx,10453,55,EAST 175 STREET,40.847248,-73.911273,1008798,0247965,205
09XAQZ,"1125 GRAND CONCOURSE, BRONX, NY 10452",bronx,10452,1125,GRAND CONCOURSE,40.832627,-73.919398,1006555,0242636,204
09XARC,"1717 FULTON AVENUE, BRONX, NY 10457",bronx,10457,1717,FULTON AVENUE,40.841596,-73.897767,1012537,0245910,203
09XARS,"3467 THIRD AVENUE, BRONX, NY 10456",bronx,10456,3467,THIRD AVENUE,40.829908,-73.906374,1010160,0241649,203
09XASB,"1179 BOSTON ROAD, BRONX, NY 10456",bronx,10456,1179,BOSTON ROAD,40.828959,-73.902986,1011098,0241304,203
09XASE,"489 ST PAUL'S PLACE, BRONX, NY 10456",bronx,10456,489,ST PAUL'S PLACE,40.836098,-73.903825,1010863,0243905,203
09XATF,"1500 MORRIS AVE, BRONX, NY 10457",bronx,10457,1500,MORRIS AVE,40.840336,-73.909923,1009174,0245447,204
09XAUZ,"1472 MONTGOMERY AVENUE, BRONX, NY 10453",bronx,10453,1472,MONTGOMERY AVENUE,40.84728,-73.921252,1006037,0247974,205
09XAVA,"1362 JEROME AVENUE, BRONX, NY 10452",bronx,10452,1362,JEROME AVENUE,40.839392,-73.918284,1006861,0245101,204
09XAVB,"1600 SEDGWICK AVENUE, BRONX, NY 10453",bronx,10453,1600,SEDGWICK AVENUE,40.848352,-73.923947,1005291,0248364,205
09XAVE,"1027 WALTON AVENUE, BRONX, NY 10452",bronx,10452,1027,WALTON AVENUE,40.830735,-73.922027,1005828,0241946,204
09XAVF,"1323 CLINTON AVENUE, BRONX, NY 10456",bronx,10456,1323,CLINTON AVENUE,40.831965,-73.900301,1011840,0242400,203
09XAWX,"937 TELLER AVENUE, BRONX, NY 10451",bronx,10451,937,TELLER AVENUE,40.82612,-73.915561,1007619,0240266,204
09XAYV,"1650 UNDERCLIFF AVENUE, BRONX, NY 10453",bronx,10453,1650,UNDERCLIFF AVENUE,40.849339,-73.921803,1005884,0248724,205
09XAZC,"1500 MORRIS AVENUE, BRONX, NY 10457",bronx,10457,1500,MORRIS AVENUE,40.840336,-73.909923,1009174,0245447,204
09XBBQ,"190 EAST 162 STREET, BRONX, NY 10451",bronx,10451,190,EAST 162 STREET,40.827287,-73.920947,1006128,0240690,204
09XBBT,"3365 THIRD AVENUE, BRONX, NY 10456",bronx,10456,3365,THIRD AVENUE,40.827324,-73.907415,1009873,0240707,203
09XBBW,"1027 WALTON AVENUE, BRONX, NY 10452",bronx,10452,1027,WALTON AVENUE,40.830735,-73.922027,1005828,0241946,204
09XBSW,"1458 WEBSTER AVENUE, BRONX, NY 10456",bronx,10456,1458,WEBSTER AVENUE,40.837926,-73.906331,1010169,0244570,203
09XBXN,"1185 MORRIS AVENUE, BRONX, NY 10456",bronx,10456,1185,MORRIS AVENUE,40.832761,-73.914404,1007937,0242686,204
09XCBR,"16 RICHMAN PLAZA, BRONX, NY 10453",bronx,10453,16,RICHMAN PLAZA,40.851552,-73.922942,1005568,0249530,205
09XCCO,"924 TELLER AVENUE, BRONX, NY 10451",bronx,10451,924,TELLER AVENUE,40.826358,-73.915405,1007662,0240353,204
09Z066,"1434 OGDEN AVENUE, BRONX, NY 10452",bronx,10452,1434,OGDEN AVENUE,40.84337,-73.923736,1005351,0246549,204
09Z153,"4179 Third Avenue, BRONX, NY 10457",bronx,10457,4179,Third Avenue,40.845899,-73.896575,1012865,0247478,206
10F005,"2780 POND PL, BRONX, NY 10458",bronx,10458,2780,POND PL,40.86722,-73.888407,1015115,0255249,207
10F009,"2155 GRAND CONCOURSE, BRONX, NY 10453",bronx,10453,2155,GRAND CONCOURSE,40.854736,-73.901756,1011428,0250696,205
10F013,"3090 VILLA AVE, BRONX, NY 10468",bronx,10468,3090,VILLA AVE,40.874356,-73.887878,1015258,0257849,207
10F020,"2583 BAINBRIDGE AVE, BRONX, NY 10458",bronx,10458,2583,BAINBRIDGE AVE,40.863588,-73.892694,1013931,0253924,207
10F026,"685 E 183RD ST, BRONX, NY 10458",bronx,10458,685,E 183RD ST,40.852177,-73.88613,1015752,0249769,206
10F028,"20-75 WALTON AVE, BRONX, NY 10453",bronx,10453,20-75,WALTON AVE,40.854089,-73.905903,1010281,0250459,205
10F041,"2185 VALENTINE AVENUE, BRONX, NY 10457",bronx,10457,2185,VALENTINE AVENUE,40.854778,-73.899034,1012181,0250712,205
10F049,"2119 HUGHES AVE, BRONX, NY 10457",bronx,10457,2119,HUGHES AVE,40.84953,-73.890114,1014651,0248803,206
10F054,"50 E 191ST ST, BRONX, NY 10468",bronx,10468,50,E 191ST ST,40.863974,-73.89821,1012405,0254063,207
10F059,"3075 HEATH AVE, BRONX, NY 10463",bronx,10463,3075,HEATH AVE,40.877627,-73.9017,1011434,0259036,208
10F071,"1800 DAVIDSON AVE, BRONX, NY 10453",bronx,10453,1800,DAVIDSON AVE,40.849261,-73.91238,1008491,0248698,205
10F087,"2775 KINGSBRIDGE TERR, BRONX, NY 10463",bronx,10463,2775,KINGSBRIDGE TERR,40.872742,-73.903176,1011028,0257256,208
10F090,"58 MARBLE HILL AVE, BRONX, NY 10463",bronx,10463,58,MARBLE HILL AVE,40.87572,-73.909702,1009222,0258339,208
10F097,"558 E 181ST ST, BRONX, NY 10457",bronx,10457,558,E 181ST ST,40.850937,-73.892342,1014034,0249315,206
10F110,"3591 BAINBRIDGE AVE, BRONX, NY 10467",bronx,10467,3591,BAINBRIDGE AVE,40.883938,-73.877685,1018072,0261344,207
10F112,"2625 GRAND CONCOURSE, BRONX, NY 10468",bronx,10468,2625,GRAND CONCOURSE,40.865154,-73.895088,1013268,0254494,207
10F134,"2195 WALTON AVE, BRONX, NY 10453",bronx,10453,2195,WALTON AVE,40.85639,-73.904013,1010803,0251298,205
10F147,"85 STRONG ST, BRONX, NY 10468",bronx,10468,85,STRONG ST,40.871149,-73.898705,1012265,0256677,208
10F162,"245 E 207TH ST, BRONX, NY 10467",bronx,10467,245,E 207TH ST,40.875631,-73.878134,1017952,0258317,207
10F174,"246 E 199TH ST, BRONX, NY 10458",bronx,10458,246,E 199TH ST,40.870409,-73.887396,1015393,0256411,207
10F175,"2811 EXTERIOR ST, BRONX, NY 10463",bronx,10463,2811,EXTERIOR ST,40.873794,-73.906558,1010092,0257638,208
10F198,"1878 HARRISON AVE, BRONX, NY 10453",bronx,10453,1878,HARRISON AVE,40.852046,-73.912206,1008538,0249713,205
10F200,"3010 VALENTINE AVE, BRONX, NY 10458",bronx,10458,3010,VALENTINE AVE,40.872627,-73.885451,1015930,0257220,207
10F210,"250 E GUNHILL RD, BRONX, NY 10467",bronx,10467,250,E GUNHILL RD,40.879919,-73.876087,1018516,0259880,207
10F225,"1889 SEDGWICK AVE, BRONX, NY 10453",bronx,10453,1889,SEDGWICK AVE,40.854224,-73.917347,1007115,0250505,205
10F226,"2730 SEDGWICK AVE, BRONX, NY 10468",bronx,10468,2730,SEDGWICK AVE,40.870376,-73.902781,1011138,0256394,208
10F231,"2427 WEBSTER AVE, BRONX, NY 10458",bronx,10458,2427,WEBSTER AVE,40.859515,-73.89347,1013718,0252440,205
10F233,"2170 UNIVERSITY AVE, BRONX, NY 10453",bronx,10453,2170,UNIVERSITY AVE,40.858102,-73.909107,1009393,0251920,205
10F235,"2764 CRESTON AVE, BRONX, NY 10468",bronx,10468,2764,CRESTON AVE,40.869583,-73.893042,1013832,0256108,207
10F238,"2324 MORRIS AVE, BRONX, NY 10468",bronx,10468,2324,MORRIS AVE,40.858806,-73.901475,1011504,0252179,205
10F251,"2707 SEDGWICK AVE, BRONX, NY 10468",bronx,10468,2707,SEDGWICK AVE,40.870053,-73.903107,1011048,0256276,208
10F254,"2415 DAVIDSON AVE, BRONX, NY 10468",bronx,10468,2415,DAVIDSON AVE,40.861912,-73.902909,1011106,0253310,207
10F255,"2200 MORRIS AVE, BRONX, NY 10453",bronx,10453,2200,MORRIS AVE,40.856367,-73.903008,1011081,0251290,205
10F270,"315 E 196TH ST, BRONX, NY 10458",bronx,10458,315,E 196TH ST,40.866368,-73.889905,1014701,0254938,207
10F275,"170 W KINGSBRIDGE RD, BRONX, NY 10463",bronx,10463,170,W KINGSBRIDGE RD,40.870973,-73.904487,1010666,0256611,207
10F281,"30 W 190TH ST, BRONX, NY 10468",bronx,10468,30,W 190TH ST,40.864312,-73.901467,1011504,0254185,207
10F286,"221 E 201ST ST, BRONX, NY 10458",bronx,10458,221,E 201ST ST,40.872453,-73.886308,1015693,0257156,207
10F306,"3039 HULL AVE, BRONX, NY 10467",bronx,10467,3039,HULL AVE,40.871546,-73.879772,1017501,0256828,207
10F309,"2710 WEBB AVE, BRONX, NY 10468",bronx,10468,2710,WEBB AVE,40.869486,-73.902092,1011329,0256070,208
10F312,"1878 HARRISON AVE, BRONX, NY 10453",bronx,10453,1878,HARRISON AVE,40.852046,-73.912206,1008538,0249713,205
10F347,"2486 VALENTINE AVE, BRONX, NY 10458",bronx,10458,2486,VALENTINE AVE,40.861884,-73.896033,1013008,0253302,205
10F353,"2557 MARION AVE, BRONX, NY 10458",bronx,10458,2557,MARION AVE,40.862742,-73.89233,1014032,0253616,207
10F355,"3123 BAILEY AVE, BRONX, NY 10463",bronx,10463,3123,BAILEY AVE,40.878675,-73.901887,1011382,0259418,208
10F374,"2820 MORRIS AVE, BRONX, NY 10468",bronx,10468,2820,MORRIS AVE,40.87028,-73.893522,1013699,0256362,207
10F388,"2337 WASHINGTON AVE, BRONX, NY 10458",bronx,10458,2337,WASHINGTON AVE,40.856119,-73.892387,1014019,0251203,206
10F394,"2264 CRESTON AVE, BRONX, NY 10453",bronx,10453,2264,CRESTON AVE,40.857115,-73.901315,1011549,0251563,205
10F401,"2333 GRAND AVE, BRONX, NY 10468",bronx,10468,2333,GRAND AVE,40.860771,-73.90465,1010625,0252894,207
10F406,"30 W 190TH ST, BRONX, NY 10468",bronx,10468,30,W 190TH ST,40.864312,-73.901467,1011504,0254185,207
10F419,"780 GARDEN ST, BRONX, NY 10460",bronx,10460,780,GARDEN ST,40.849727,-73.883976,1016349,0248877,206
10F421,"780 GARDEN ST, BRONX, NY 10460",bronx,10460,780,GARDEN ST,40.849727,-73.883976,1016349,0248877,206
10F425,"2417 BEAUMONT AVE, BRONX, NY 10458",bronx,10458,2417,BEAUMONT AVE,40.854744,-73.884173,1016292,0250705,206
10F448,"2364 TIEBOUT AVE, BRONX, NY 10458",bronx,10458,2364,TIEBOUT AVE,40.858453,-73.896321,1012930,0252052,205
10F463,"2470 UNIVERSITY AVE, BRONX, NY 10468",bronx,10468,2470,UNIVERSITY AVE,40.864709,-73.90369,1010889,0254329,207
10F465,"3593 BAINBRIDGE AVE, BRONX, NY 10467",bronx,10467,3593,BAINBRIDGE AVE,40.884046,-73.877674,1018075,0261383,207
10F467,"2555 BAINBRIDGE AVE, BRONX, NY 10458",bronx,10458,2555,BAINBRIDGE AVE,40.86299,-73.893009,1013844,0253706,207
10F470,"2266 ANDREWS AVE, BRONX, NY 10468",bronx,10468,2266,ANDREWS AVE,40.860774,-73.90794,1009715,0252894,207
10F489,"2822 DECATUR AVE, BRONX, NY 10458",bronx,10458,2822,DECATUR AVE,40.866987,-73.885884,1015813,0255165,207
10F496,"2780 KINGSBRIDGE TERRACE, BRONX, NY 10463",bronx,10463,2780,KINGSBRIDGE TERRACE,40.872495,-73.903234,1011012,0257166,208
10F517,"3525 DECATUR AVE, BRONX, NY 10467",bronx,10467,3525,DECATUR AVE,40.879228,-73.872353,1019549,0259630,207
10F519,"2364 LORILLARD PL, BRONX, NY 10458",bronx,10458,2364,LORILLARD PL,40.855573,-73.889952,1014693,0251005,206
10F530,"2287 LORING PL, BRONX, NY 10468",bronx,10468,2287,LORING PL,40.861422,-73.908637,1009522,0253130,207
10F542,"2200 MORRIS AVE, BRONX, NY 10453",bronx,10453,2200,MORRIS AVE,40.856367,-73.903008,1011081,0251290,205
10F545,"382 E 199TH ST, BRONX, NY 10458",bronx,10458,382,E 199TH ST,40.867357,-73.884903,1016084,0255300,207
10F556,"2390 TIEBOUT AVE, BRONX, NY 10458",bronx,10458,2390,TIEBOUT AVE,40.859065,-73.896063,1013001,0252275,205
10F571,"2115 WASHINGTON AVE, BRONX, NY 10457",bronx,10457,2115,WASHINGTON AVE,40.851887,-73.89534,1013204,0249660,206
10F577,"2229 VALENTINE AVE, BRONX, NY 10457",bronx,10457,2229,VALENTINE AVE,40.85559,-73.898693,1012275,0251008,205
10F586,"99 MARBLE HILL AVE, BRONX, NY 10463",bronx,10463,99,MARBLE HILL AVE,40.877059,-73.909248,1009347,0258827,208
10F622,"65 E 193RD ST, BRONX, NY 10468",bronx,10468,65,E 193RD ST,40.866075,-73.896515,1012873,0254829,207
10F626,"2165 RYER AVE, BRONX, NY 10457",bronx,10457,2165,RYER AVE,40.854559,-73.900158,1011870,0250632,205
10F633,"2085 VALENTINE AVE, BRONX, NY 10457",bronx,10457,2085,VALENTINE AVE,40.852832,-73.899886,1011946,0250003,205
10F643,"743 E 182ND ST, BRONX, NY 10457",bronx,10457,743,E 182ND ST,40.849643,-73.885324,1015976,0248846,206
10F657,"2558 CRESTON AVE, BRONX, NY 10468",bronx,10468,2558,CRESTON AVE,40.864358,-73.897027,1012732,0254203,207
10F685,"2921 BRIGGS AVE, BRONX, NY 10458",bronx,10458,2921,BRIGGS AVE,40.870364,-73.886945,1015518,0256395,207
10F687,"2760 GRAND CONCOURSE, BRONX, NY 10458",bronx,10458,2760,GRAND CONCOURSE,40.868369,-73.892614,1013951,0255666,207
10F691,"2155 MORRIS AVE, BRONX, NY 10453",bronx,10453,2155,MORRIS AVE,40.855163,-73.903837,1010852,0250851,205
10F705,"2080 GRAND CONCOURSE, BRONX, NY 10457",bronx,10457,2080,GRAND CONCOURSE,40.853578,-73.902668,1011176,0250274,205
10F715,"3309 DECATUR AVE, BRONX, NY 10467",bronx,10467,3309,DECATUR AVE,40.876729,-73.873424,1019254,0258719,207
10F717,"5360 BROADWAY, BRONX, NY 10463",bronx,10463,5360,BROADWAY,40.876023,-73.907908,1009718,0258450,208
10F719,"2274 GRAND CONCOURSE, BRONX, NY 10457",bronx,10457,2274,GRAND CONCOURSE,40.857172,-73.900093,1011887,0251584,205
10F724,"2865 KINGSBRIDGE TERRACE, BRONX, NY 10463",bronx,10463,2865,KINGSBRIDGE TERRACE,40.874317,-73.902631,1011178,0257830,208
10F766,"181 W TREMONT AVE, BRONX, NY 10453",bronx,10453,181,W TREMONT AVE,40.851678,-73.915706,1007570,0249578,205
10F772,"3110 KINGSBRIDGE TERRACE, BRONX, NY 10463",bronx,10463,3110,KINGSBRIDGE TERRACE,40.87762,-73.900116,1011872,0259034,208
10F794,"3165 DECATUR AVE, BRONX, NY 10467",bronx,10467,3165,DECATUR AVE,40.872835,-73.876487,1018409,0257299,207
10F799,"1901 LORING PL S, BRONX, NY 10453",bronx,10453,1901,LORING PL S,40.854008,-73.914636,1007865,0250427,205
10F802,"3525 DECATUR AVE, BRONX, NY 10467",bronx,10467,3525,DECATUR AVE,40.879228,-73.872353,1019549,0259630,207
10F827,"1893 ANDREWS AVE S, BRONX, NY 10453",bronx,10453,1893,ANDREWS AVE S,40.85362,-73.913889,1008072,0250286,205
10F831,"2085 VALENTINE AVE, BRONX, NY 10457",bronx,10457,2085,VALENTINE AVE,40.852832,-73.899886,1011946,0250003,205
10F840,"2325 MORRIS AVE, BRONX, NY 10468",bronx,10468,2325,MORRIS AVE,40.858812,-73.901493,1011499,0252181,205
10F843,"2200 WALTON AVE, BRONX, NY 10453",bronx,10453,2200,WALTON AVE,40.856464,-73.90394,1010823,0251325,205
10F853,"1925 MONTEREY AVE, BRONX, NY 10457",bronx,10457,1925,MONTEREY AVE,40.846858,-73.895168,1013254,0247828,206
10F857,"480 E 188TH ST, BRONX, NY 10458",bronx,10458,480,E 188TH ST,40.858288,-73.890392,1014570,0251994,206
10F879,"261 E KINGSBRIDGE RD, BRONX, NY 10458",bronx,10458,261,E KINGSBRIDGE RD,40.864221,-73.894305,1013485,0254154,207
10F884,"311 BEDFORD PARK BLVD, BRONX, NY 10458",bronx,10458,311,BEDFORD PARK BLVD,40.869871,-73.885145,1016016,0256216,207
10F903,"250 E GUNHILL RD, BRONX, NY 10467",bronx,10467,250,E GUNHILL RD,40.879919,-73.876087,1018516,0259880,207
10F919,"105 E 192ND ST, BRONX, NY 10468",bronx,10468,105,E 192ND ST,40.864615,-73.896669,1012831,0254297,207
10F937,"2083 CEDAR AVE, BRONX, NY 10468",bronx,10468,2083,CEDAR AVE,40.859859,-73.914311,1007953,0252559,207
10F951,"2073 DAVIDSON AVE, BRONX, NY 10453",bronx,10453,2073,DAVIDSON AVE,40.854571,-73.907836,1009746,0250634,205
10F963,"5 BUCHANAN PL, BRONX, NY 10453",bronx,10453,5,BUCHANAN PL,40.857807,-73.904549,1010654,0251814,205
10F977,"2080 GRAND CONCOURSE, BRONX, NY 10457",bronx,10457,2080,GRAND CONCOURSE,40.853578,-73.902668,1011176,0250274,205
10F988,"3410 KINGSBRIDGE AVE, BRONX, NY 10463",bronx,10463,3410,KINGSBRIDGE AVE,40.882648,-73.903787,1010855,0260865,208
10G031,"145 FATHER ZEISER PL, BRONX, NY 10468",bronx,10468,145,FATHER ZEISER PL,40.863654,-73.905842,1010294,0253944,207
10G032,"1840 PHELAN PL, BRONX, NY 10453",bronx,10453,1840,PHELAN PL,40.853125,-73.916535,1007340,0250105,205
10G033,"2350 VALENTINE AVE, BRONX, NY 10458",bronx,10458,2350,VALENTINE AVE,40.858333,-73.897528,1012596,0252008,205
10G035,"2805 UNIVERSITY AVE, BRONX, NY 10468",bronx,10468,2805,UNIVERSITY AVE,40.871638,-73.899196,1012129,0256855,208
10G049,"2340 VALENTINE AVE, BRONX, NY 10458",bronx,10458,2340,VALENTINE AVE,40.858012,-73.897662,1012559,0251891,205
10G063,"2657 DECATUR AVE, BRONX, NY 10458",bronx,10458,2657,DECATUR AVE,40.864073,-73.889584,1014791,0254102,207
10G096,"1925 MONTEREY AVE, BRONX, NY 10457",bronx,10457,1925,MONTEREY AVE,40.846858,-73.895168,1013254,0247828,206
10G111,"780 GARDEN ST, BRONX, NY 10460",bronx,10460,780,GARDEN ST,40.849727,-73.883976,1016349,0248877,206
10G130,"135 W KINGSBRIDGE RD, BRONX, NY 10468",bronx,10468,135,W KINGSBRIDGE RD,40.869048,-73.902982,1011083,0255910,208
10G135,"2326 LORING PL N, BRONX, NY 10468",bronx,10468,2326,LORING PL N,40.862196,-73.908017,1009693,0253412,207
10G153,"1840 PHELAN PL, BRONX, NY 10453",bronx,10453,1840,PHELAN PL,40.853125,-73.916535,1007340,0250105,205
10G182,"2326 LORING PL N, BRONX, NY 10468",bronx,10468,2326,LORING PL N,40.862196,-73.908017,1009693,0253412,207
10G196,"3003 HEATH AVE, BRONX, NY 10463",bronx,10463,3003,HEATH AVE,40.875992,-73.903044,1011063,0258440,208
10G220,"455 E 181ST ST, BRONX, NY 10457",bronx,10457,455,E 181ST ST,40.852529,-73.895777,1013083,0249894,206
